DISNO,STATEA,NAMEA,STATEB,NAMEB,STRTDAY,STRTMNTH,STRTYR,YEAR,ENDDAY,ENDMNTH,ENDYEAR,OUTCOME,SETTLMNT,FATLEV,HIGHACT,HIHOST,RECIP,NOINIT,NOTARG,STDAYA,STMNTHA,STYEARA,ENDDAYA,ENDMNTHA,ENDYEARA,SIDEAA,REVSTATA,REVTYPEA,FATALEVA,HIGHMCAA,HIHOSTA,ORIGNATA,STDAYB,STMNTHB,STYEARB,ENDDAYB,ENDMNTHB,ENDYEARB,SIDEAB,REVSTATEB,REVTYPEB,FATALEVB,HIGHMCAB,HIHOSTB,ORIGNATB,ROLEA,ROLEB,WAR,Durindx,Cumdurat,Duration,MID3HIact,MID3HIA,MID3HIB
3404,652,SYR,666,ISR,6,4,1954,1954,25,2,1955,0,0,0,18,4,1,1,1,6,4,1954,25,2,1955,1,1,1,0,18,4,1,6,4,1954,25,2,1955,0,0,0,0,18,4,1,1,3,0,1,269,269,17,17,17
3404,652,SYR,666,ISR,6,4,1954,1955,25,2,1955,5,3,1,18,4,1,1,1,6,4,1954,25,2,1955,1,1,1,1,18,4,1,6,4,1954,25,2,1955,0,0,0,0,18,4,1,1,3,0,2,325,56,17,17,17
3405,651,EGY,666,ISR,1,2,1958,1958,9,6,1960,0,0,0,10,3,1,2,1,1,2,1958,9,6,1960,1,1,2,0,7,3,0,1,2,1958,9,6,1960,0,0,0,0,7,3,1,2,3,0,1,333,333,8,7,7
3405,651,EGY,666,ISR,1,2,1958,1959,9,6,1960,0,0,0,10,3,1,2,1,1,2,1958,9,6,1960,1,1,2,0,7,3,0,1,2,1958,9,6,1960,0,0,0,0,7,3,1,2,3,0,2,698,365,8,7,7
3405,651,EGY,666,ISR,1,2,1958,1960,9,6,1960,5,3,1,10,3,1,2,1,1,2,1958,9,6,1960,1,1,2,1,7,3,0,1,2,1958,9,6,1960,0,0,0,1,7,3,1,2,3,0,3,859,161,8,7,7
3405,652,SYR,666,ISR,14,10,1955,1955,1,2,1958,0,0,0,19,4,1,2,1,14,10,1955,1,2,1958,1,1,1,0,18,4,1,14,10,1955,1,2,1958,0,1,1,0,19,4,1,1,3,0,1,78,78,16,17,16
3405,652,SYR,666,ISR,14,10,1955,1956,1,2,1958,0,0,0,19,4,1,2,1,14,10,1955,1,2,1958,1,1,1,0,18,4,1,14,10,1955,1,2,1958,0,1,1,0,19,4,1,1,3,0,2,443,365,16,17,16
3405,652,SYR,666,ISR,14,10,1955,1957,1,2,1958,0,0,0,19,4,1,2,1,14,10,1955,1,2,1958,1,1,1,0,18,4,1,14,10,1955,1,2,1958,0,1,1,0,19,4,1,1,3,0,3,808,365,16,17,16
3405,652,SYR,666,ISR,14,10,1955,1958,1,2,1958,5,3,1,19,4,1,2,1,14,10,1955,1,2,1958,1,1,1,1,18,4,1,14,10,1955,1,2,1958,0,1,1,1,19,4,1,1,3,0,4,840,32,16,17,16
3406,651,EGY,666,ISR,12,2,1961,1961,15,8,1961,5,3,0,19,4,1,1,1,12,2,1961,15,8,1961,1,1,1,0,19,4,1,12,2,1961,15,8,1961,0,0,0,0,19,4,1,1,3,0,1,185,185,16,16,16
3407,652,SYR,666,ISR,3,8,1962,1962,30,8,1962,5,3,2,19,4,1,1,1,3,8,1962,30,8,1962,1,1,1,2,19,4,1,3,8,1962,30,8,1962,0,0,0,1,19,4,1,1,3,0,1,28,28,16,16,16
3408,652,SYR,666,ISR,7,11,1963,1963,17,2,1964,0,0,0,19,4,1,1,1,7,11,1963,17,2,1964,1,1,1,0,19,4,1,7,11,1963,17,2,1964,0,0,0,0,19,4,1,1,3,0,1,54,54,16,16,16
3408,652,SYR,666,ISR,7,11,1963,1964,17,2,1964,5,3,0,19,4,1,1,1,7,11,1963,17,2,1964,1,1,1,0,19,4,1,7,11,1963,17,2,1964,0,0,0,0,19,4,1,1,3,0,2,102,48,16,16,16
3409,652,SYR,666,ISR,3,11,1964,1964,21,3,1965,0,0,0,19,4,1,1,1,3,11,1964,21,3,1965,1,1,1,0,19,4,1,3,11,1964,21,3,1965,0,0,0,0,19,4,1,1,3,0,1,58,58,16,16,16
3409,652,SYR,666,ISR,3,11,1964,1965,21,3,1965,5,3,1,19,4,1,1,1,3,11,1964,21,3,1965,1,1,1,1,19,4,1,3,11,1964,21,3,1965,0,0,0,1,19,4,1,1,3,0,2,138,80,16,16,16
3410,652,SYR,666,ISR,2,12,1965,1965,2,12,1965,5,3,0,19,4,1,1,1,2,12,1965,2,12,1965,1,1,1,0,19,4,1,2,12,1965,2,12,1965,0,0,0,0,19,4,1,1,3,0,1,1,1,16,16,16
3411,652,SYR,666,ISR,16,2,1950,1950,4,9,1950,5,3,1,19,4,1,1,1,16,2,1950,4,9,1950,1,0,0,0,17,4,1,16,2,1950,4,9,1950,0,1,1,1,19,4,1,1,3,0,1,201,201,16,15,16
3412,651,EGY,666,ISR,24,9,1966,1966,27,11,1966,5,3,0,19,4,1,3,1,24,9,1966,27,11,1966,1,0,0,0,9,3,0,24,9,1966,27,11,1966,0,0,0,0,19,4,1,2,3,0,1,65,65,16,7,16
3412,652,SYR,666,ISR,17,9,1966,1966,27,11,1966,5,3,0,19,4,1,3,1,17,9,1966,27,11,1966,1,1,1,0,19,4,1,17,9,1966,27,11,1966,0,0,0,0,19,4,1,1,3,0,1,72,72,16,16,16
3412,663,JOR,666,ISR,10,10,1966,1966,10,10,1966,5,3,0,19,4,1,3,1,10,10,1966,10,10,1966,1,0,0,0,2,2,0,10,10,1966,10,10,1966,0,0,0,0,19,4,1,2,3,0,1,1,1,16,1,16
3413,652,SYR,666,ISR,16,12,1951,1951,29,6,1952,0,0,0,19,4,1,1,1,16,12,1951,29,6,1952,1,0,0,0,19,4,1,16,12,1951,29,6,1952,0,1,1,0,18,4,1,1,3,0,1,15,15,16,16,17
3413,652,SYR,666,ISR,16,12,1951,1952,29,6,1952,5,3,1,19,4,1,1,1,16,12,1951,29,6,1952,1,0,0,0,19,4,1,16,12,1951,29,6,1952,0,1,1,1,18,4,1,1,3,0,2,196,181,16,16,17
3414,652,SYR,666,ISR,9,1,1952,1952,25,4,1952,7,3,0,17,4,0,1,1,9,1,1952,25,4,1952,0,1,1,0,1,1,1,9,1,1952,25,4,1952,1,0,0,0,17,4,1,3,1,0,1,108,108,15,0,15
3415,652,SYR,666,ISR,15,8,1954,1954,28,12,1954,7,3,0,17,4,1,1,1,15,8,1954,28,12,1954,1,1,1,0,17,4,1,15,8,1954,28,12,1954,0,0,0,0,17,4,1,1,3,0,1,136,136,15,15,15
3416,652,SYR,666,ISR,4,8,1955,1955,4,8,1955,7,3,0,17,4,0,1,1,4,8,1955,4,8,1955,0,1,1,0,1,1,1,4,8,1955,4,8,1955,1,0,0,0,17,4,1,3,1,0,1,1,1,15,0,15
3417,652,SYR,666,ISR,1,2,1953,1953,22,1,1958,0,0,0,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,0,19,4,1,1,2,1953,22,1,1958,0,0,0,0,2,2,1,1,3,0,1,333,333,16,16,1
3417,652,SYR,666,ISR,1,2,1953,1954,22,1,1958,0,0,0,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,0,19,4,1,1,2,1953,22,1,1958,0,0,0,0,2,2,1,1,3,0,2,698,365,16,16,1
3417,652,SYR,666,ISR,1,2,1953,1955,22,1,1958,0,0,0,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,0,19,4,1,1,2,1953,22,1,1958,0,0,0,0,2,2,1,1,3,0,3,1063,365,16,16,1
3417,652,SYR,666,ISR,1,2,1953,1956,22,1,1958,0,0,0,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,0,19,4,1,1,2,1953,22,1,1958,0,0,0,0,2,2,1,1,3,0,4,1428,365,16,16,1
3417,652,SYR,666,ISR,1,2,1953,1957,22,1,1958,0,0,0,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,0,19,4,1,1,2,1953,22,1,1958,0,0,0,0,2,2,1,1,3,0,5,1793,365,16,16,1
3417,652,SYR,666,ISR,1,2,1953,1958,22,1,1958,5,3,2,19,4,1,1,1,1,2,1953,22,1,1958,1,1,1,2,19,4,1,1,2,1953,22,1,1958,0,0,0,1,2,2,1,1,3,0,6,1815,22,16,16,1
3418,652,SYR,666,ISR,29,3,1955,1955,31,3,1955,5,3,0,19,4,1,1,1,29,3,1955,31,3,1955,0,1,1,0,19,4,1,29,3,1955,31,3,1955,1,0,0,0,19,4,1,3,1,0,1,3,3,16,16,16
3419,651,EGY,666,ISR,10,11,1958,1958,1,9,1961,0,0,0,19,4,1,2,1,10,11,1958,1,9,1961,1,1,1,0,18,4,1,10,11,1958,1,9,1961,0,0,0,0,19,4,1,1,3,0,1,51,51,16,17,16
3419,651,EGY,666,ISR,10,11,1958,1959,1,9,1961,0,0,0,19,4,1,2,1,10,11,1958,1,9,1961,1,1,1,0,18,4,1,10,11,1958,1,9,1961,0,0,0,0,19,4,1,1,3,0,2,416,365,16,17,16
3419,651,EGY,666,ISR,10,11,1958,1960,1,9,1961,0,0,0,19,4,1,2,1,10,11,1958,1,9,1961,1,1,1,0,18,4,1,10,11,1958,1,9,1961,0,0,0,0,19,4,1,1,3,0,3,781,365,16,17,16
3419,651,EGY,666,ISR,10,11,1958,1961,1,9,1961,5,3,2,19,4,1,2,1,10,11,1958,1,9,1961,1,1,1,1,18,4,1,10,11,1958,1,9,1961,0,0,0,1,19,4,1,1,3,0,4,1025,244,16,17,16
3419,652,SYR,666,ISR,15,10,1961,1961,8,9,1963,0,0,0,19,4,1,2,1,15,10,1961,8,9,1963,1,1,1,0,18,4,0,15,10,1961,8,9,1963,0,1,1,0,19,4,1,2,3,0,1,77,77,16,17,16
3419,652,SYR,666,ISR,15,10,1961,1962,8,9,1963,0,0,0,19,4,1,2,1,15,10,1961,8,9,1963,1,1,1,0,18,4,0,15,10,1961,8,9,1963,0,1,1,0,19,4,1,2,3,0,2,442,365,16,17,16
3419,652,SYR,666,ISR,15,10,1961,1963,8,9,1963,5,3,2,19,4,1,2,1,15,10,1961,8,9,1963,1,1,1,1,18,4,0,15,10,1961,8,9,1963,0,1,1,1,19,4,1,2,3,0,3,693,251,16,17,16
3420,651,EGY,666,ISR,14,9,1958,1958,18,9,1958,7,3,0,17,4,0,1,1,14,9,1958,18,9,1958,0,1,1,0,1,1,1,14,9,1958,18,9,1958,1,0,0,0,17,4,1,3,1,0,1,5,5,15,0,15
3421,651,EGY,666,ISR,24,5,1959,1959,20,8,1959,7,3,0,17,4,0,1,1,24,5,1959,20,8,1959,0,1,1,0,1,1,1,24,5,1959,20,8,1959,1,0,0,0,17,4,1,3,1,0,1,89,89,15,0,15
3422,651,EGY,666,ISR,6,7,1960,1960,13,7,1960,7,3,0,17,4,0,1,1,6,7,1960,13,7,1960,1,1,1,0,17,4,1,6,7,1960,13,7,1960,0,0,0,0,17,4,1,1,3,0,1,8,8,15,15,15
3423,652,SYR,666,ISR,4,12,1962,1962,11,11,1963,0,0,0,19,4,1,1,1,4,12,1962,11,11,1963,1,1,1,0,19,4,1,4,12,1962,11,11,1963,0,0,0,0,2,2,1,1,3,0,1,27,27,16,16,1
3423,652,SYR,666,ISR,4,12,1962,1963,11,11,1963,5,3,0,19,4,1,1,1,4,12,1962,11,11,1963,1,1,1,0,19,4,1,4,12,1962,11,11,1963,0,0,0,0,2,2,1,1,3,0,2,342,315,16,16,1
3424,652,SYR,666,ISR,22,7,1963,1963,4,9,1963,5,3,1,19,4,1,1,1,22,7,1963,4,9,1963,1,1,1,1,19,4,1,22,7,1963,4,9,1963,0,0,0,1,19,4,1,1,3,0,1,45,45,16,16,16
3425,652,SYR,666,ISR,21,4,1964,1964,27,11,1966,0,0,0,19,4,1,1,1,21,4,1964,27,11,1966,1,1,1,0,19,4,1,21,4,1964,27,11,1966,0,0,0,0,19,4,1,1,3,0,1,254,254,16,16,16
3425,652,SYR,666,ISR,21,4,1964,1965,27,11,1966,0,0,0,19,4,1,1,1,21,4,1964,27,11,1966,1,1,1,0,19,4,1,21,4,1964,27,11,1966,0,0,0,0,19,4,1,1,3,0,2,619,365,16,16,16
3425,652,SYR,666,ISR,21,4,1964,1966,27,11,1966,5,3,1,19,4,1,1,1,21,4,1964,27,11,1966,1,1,1,1,19,4,1,21,4,1964,27,11,1966,0,0,0,1,19,4,1,1,3,0,3,950,331,16,16,16
3427,652,SYR,666,ISR,9,10,1950,1950,13,7,1952,0,0,0,19,4,1,1,1,9,10,1950,13,7,1952,1,1,1,0,19,4,1,9,10,1950,13,7,1952,0,0,0,0,18,4,1,1,3,0,1,83,83,16,16,17
3427,652,SYR,666,ISR,9,10,1950,1951,13,7,1952,0,0,0,19,4,1,1,1,9,10,1950,13,7,1952,1,1,1,0,19,4,1,9,10,1950,13,7,1952,0,0,0,0,18,4,1,1,3,0,2,448,365,16,16,17
3427,652,SYR,666,ISR,9,10,1950,1952,13,7,1952,5,3,2,19,4,1,1,1,9,10,1950,13,7,1952,1,1,1,1,19,4,1,9,10,1950,13,7,1952,0,0,0,1,18,4,1,1,3,0,3,643,195,16,16,17
3428,652,SYR,666,ISR,22,2,1953,1953,28,10,1953,5,3,0,19,4,1,1,1,22,2,1953,28,10,1953,1,1,1,0,19,4,1,22,2,1953,28,10,1953,0,0,0,0,7,3,1,1,3,0,1,249,249,16,16,7
3429,651,EGY,666,ISR,1,2,1958,1958,17,3,1959,0,0,0,19,4,1,2,1,1,2,1958,17,3,1959,1,0,0,0,1,1,0,1,2,1958,17,3,1959,0,0,0,0,19,4,1,2,3,0,1,333,333,16,0,16
3429,651,EGY,666,ISR,1,2,1958,1959,17,3,1959,5,3,1,19,4,1,2,1,1,2,1958,17,3,1959,1,0,0,1,1,1,0,1,2,1958,17,3,1959,0,0,0,1,19,4,1,2,3,0,2,409,76,16,0,16
3429,652,SYR,666,ISR,20,7,1954,1954,1,2,1958,0,0,0,19,4,1,2,1,20,7,1954,1,2,1958,1,1,1,0,19,4,1,20,7,1954,1,2,1958,0,0,0,0,19,4,1,1,3,0,1,164,164,16,16,16
3429,652,SYR,666,ISR,20,7,1954,1955,1,2,1958,0,0,0,19,4,1,2,1,20,7,1954,1,2,1958,1,1,1,0,19,4,1,20,7,1954,1,2,1958,0,0,0,0,19,4,1,1,3,0,2,529,365,16,16,16
3429,652,SYR,666,ISR,20,7,1954,1956,1,2,1958,0,0,0,19,4,1,2,1,20,7,1954,1,2,1958,1,1,1,0,19,4,1,20,7,1954,1,2,1958,0,0,0,0,19,4,1,1,3,0,3,894,365,16,16,16
3429,652,SYR,666,ISR,20,7,1954,1957,1,2,1958,0,0,0,19,4,1,2,1,20,7,1954,1,2,1958,1,1,1,0,19,4,1,20,7,1954,1,2,1958,0,0,0,0,19,4,1,1,3,0,4,1259,365,16,16,16
3429,652,SYR,666,ISR,20,7,1954,1958,1,2,1958,5,3,1,19,4,1,2,1,20,7,1954,1,2,1958,1,1,1,1,19,4,1,20,7,1954,1,2,1958,0,0,0,1,19,4,1,1,3,0,5,1291,32,16,16,16
3430,651,EGY,666,ISR,7,10,1959,1959,22,8,1960,0,0,0,19,4,1,1,1,7,10,1959,22,8,1960,1,1,1,0,19,4,1,7,10,1959,22,8,1960,0,0,0,0,19,4,1,1,3,0,1,85,85,16,16,16
3430,651,EGY,666,ISR,7,10,1959,1960,22,8,1960,5,3,0,19,4,1,1,1,7,10,1959,22,8,1960,1,1,1,0,19,4,1,7,10,1959,22,8,1960,0,0,0,0,19,4,1,1,3,0,2,320,235,16,16,16
3431,651,EGY,666,ISR,30,5,1961,1961,15,10,1961,5,3,1,19,4,1,2,1,30,5,1961,15,10,1961,1,1,1,1,18,4,1,30,5,1961,15,10,1961,0,0,0,0,19,4,1,1,3,0,1,139,139,16,17,16
3431,652,SYR,666,ISR,15,10,1961,1961,30,1,1963,0,0,0,19,4,1,2,1,15,10,1961,30,1,1963,1,1,1,0,18,4,1,15,10,1961,30,1,1963,0,0,0,0,19,4,1,1,3,0,1,77,77,16,17,16
3431,652,SYR,666,ISR,15,10,1961,1962,30,1,1963,0,0,0,19,4,1,2,1,15,10,1961,30,1,1963,1,1,1,0,18,4,1,15,10,1961,30,1,1963,0,0,0,0,19,4,1,1,3,0,2,442,365,16,17,16
3431,652,SYR,666,ISR,15,10,1961,1963,30,1,1963,5,3,1,19,4,1,2,1,15,10,1961,30,1,1963,1,1,1,1,18,4,1,15,10,1961,30,1,1963,0,0,0,0,19,4,1,1,3,0,3,472,30,16,17,16
3433,652,SYR,666,ISR,13,2,1966,1966,3,8,1966,5,3,1,19,4,1,1,1,13,2,1966,3,8,1966,1,1,1,1,19,4,1,13,2,1966,3,8,1966,0,0,0,1,19,4,1,1,3,0,1,172,172,16,16,16
3434,652,SYR,666,ISR,27,9,1961,1961,27,9,1961,5,3,0,14,3,1,1,1,27,9,1961,27,9,1961,1,1,1,0,14,3,1,27,9,1961,27,9,1961,0,0,0,0,9,3,1,1,3,0,1,1,1,12,12,7
3435,652,SYR,666,ISR,11,9,1965,1965,21,2,1966,0,0,0,5,2,1,1,1,11,9,1965,21,2,1966,1,1,1,0,5,2,1,11,9,1965,21,2,1966,0,0,0,0,2,2,1,1,3,0,1,111,111,4,4,1
3435,652,SYR,666,ISR,11,9,1965,1966,21,2,1966,5,3,0,5,2,1,1,1,11,9,1965,21,2,1966,1,1,1,0,5,2,1,11,9,1965,21,2,1966,0,0,0,0,2,2,1,1,3,0,2,163,52,4,4,1
3437,652,SYR,666,ISR,7,11,1973,1973,31,5,1974,0,0,0,19,4,1,1,1,7,11,1973,31,5,1974,1,1,1,0,19,4,1,7,11,1973,31,5,1974,0,0,0,0,19,4,1,1,3,0,1,54,54,16,16,16
3437,652,SYR,666,ISR,7,11,1973,1974,31,5,1974,0,0,0,19,4,1,1,1,7,11,1973,31,5,1974,1,1,1,0,19,4,1,7,11,1973,31,5,1974,0,0,0,0,19,4,1,1,3,0,2,205,151,16,16,16
3438,652,SYR,666,ISR,8,6,1974,1974,20,10,1975,0,0,0,17,4,1,1,1,8,6,1974,20,10,1975,1,1,1,0,10,3,1,8,6,1974,20,10,1975,0,0,0,0,17,4,1,1,3,0,1,206,206,15,8,15
3438,652,SYR,666,ISR,8,6,1974,1975,20,10,1975,5,1,0,17,4,1,1,1,8,6,1974,20,10,1975,1,1,1,0,10,3,1,8,6,1974,20,10,1975,0,0,0,0,17,4,1,1,3,0,2,499,293,15,8,15
3439,652,SYR,666,ISR,26,11,1975,1975,23,9,1977,0,0,0,19,4,1,1,1,26,11,1975,23,9,1977,0,1,1,0,19,4,1,26,11,1975,23,9,1977,1,0,0,0,19,4,1,3,1,0,1,35,35,16,16,16
3439,652,SYR,666,ISR,26,11,1975,1976,23,9,1977,0,0,0,19,4,1,1,1,26,11,1975,23,9,1977,0,1,1,0,19,4,1,26,11,1975,23,9,1977,1,0,0,0,19,4,1,3,1,0,2,400,365,16,16,16
3439,652,SYR,666,ISR,26,11,1975,1977,23,9,1977,5,3,0,19,4,1,1,1,26,11,1975,23,9,1977,0,1,1,0,19,4,1,26,11,1975,23,9,1977,1,0,0,0,19,4,1,3,1,0,3,666,266,16,16,16
3440,652,SYR,666,ISR,1,7,1978,1978,11,7,1978,5,3,0,18,4,1,1,1,1,7,1978,11,7,1978,0,0,0,0,18,4,1,1,7,1978,11,7,1978,1,1,2,0,18,4,1,3,1,0,1,11,11,17,17,17
3441,652,SYR,666,ISR,27,6,1979,1979,31,2,1980,0,0,0,19,4,1,1,1,27,6,1979,1,2,1980,1,0,0,0,19,4,1,27,6,1979,31,2,1980,0,1,2,0,19,4,1,1,3,0,1,187,187,16,16,16
3441,652,SYR,666,ISR,27,6,1979,1980,31,2,1980,5,3,1,19,4,1,1,1,27,6,1979,1,2,1980,1,0,0,1,19,4,1,27,6,1979,31,2,1980,0,1,2,0,19,4,1,1,3,0,2,249,62,16,16,16
3442,652,SYR,666,ISR,4,10,1982,1982,14,6,1984,0,0,0,19,4,1,1,1,4,10,1982,14,6,1984,1,1,2,0,19,4,1,4,10,1982,14,6,1984,0,0,0,0,19,4,1,1,3,0,1,88,88,16,16,16
3442,652,SYR,666,ISR,4,10,1982,1983,14,6,1984,0,0,0,19,4,1,1,1,4,10,1982,14,6,1984,1,1,2,0,19,4,1,4,10,1982,14,6,1984,0,0,0,0,19,4,1,1,3,0,2,453,365,16,16,16
3442,652,SYR,666,ISR,4,10,1982,1984,14,6,1984,5,3,-9,19,4,1,1,1,4,10,1982,14,6,1984,1,1,2,-9,19,4,1,4,10,1982,14,6,1984,0,0,0,0,19,4,1,1,3,0,3,619,166,16,16,16
3443,652,SYR,666,ISR,13,6,1985,1985,7,8,1986,0,0,0,19,4,1,1,1,13,6,1985,7,8,1986,1,1,2,0,19,4,1,13,6,1985,7,8,1986,0,0,0,0,19,4,1,1,3,0,1,201,201,16,16,16
3443,652,SYR,666,ISR,13,6,1985,1986,7,8,1986,5,1,1,19,4,1,1,1,13,6,1985,7,8,1986,1,1,2,-9,19,4,1,13,6,1985,7,8,1986,0,0,0,0,19,4,1,1,3,0,2,420,219,16,16,16
3445,652,SYR,666,ISR,6,4,1949,1949,13,4,1949,5,1,0,14,3,1,1,1,6,4,1949,13,4,1949,0,1,1,0,2,2,1,6,4,1949,13,4,1949,1,0,0,0,14,3,1,3,1,0,1,8,8,12,1,12
3446,652,SYR,666,ISR,15,6,1967,1967,27,11,1967,5,3,0,18,4,1,1,1,15,6,1967,27,11,1967,1,1,1,0,18,4,1,15,6,1967,27,11,1967,0,0,0,0,18,4,1,1,3,0,1,166,166,17,17,17
3447,652,SYR,666,ISR,3,9,1968,1968,17,10,1971,0,0,0,18,4,1,1,1,3,9,1968,17,10,1971,1,1,1,0,18,4,1,3,9,1968,17,10,1971,0,0,0,0,18,4,1,1,3,0,1,119,119,17,17,17
3447,652,SYR,666,ISR,3,9,1968,1969,17,10,1971,0,0,0,18,4,1,1,1,3,9,1968,17,10,1971,1,1,1,0,18,4,1,3,9,1968,17,10,1971,0,0,0,0,18,4,1,1,3,0,2,484,365,17,17,17
3447,652,SYR,666,ISR,3,9,1968,1970,17,10,1971,0,0,0,18,4,1,1,1,3,9,1968,17,10,1971,1,1,1,0,18,4,1,3,9,1968,17,10,1971,0,0,0,0,18,4,1,1,3,0,3,849,365,17,17,17
3447,652,SYR,666,ISR,3,9,1968,1971,17,10,1971,5,3,-9,18,4,1,1,1,3,9,1968,17,10,1971,1,1,1,-9,18,4,1,3,9,1968,17,10,1971,0,0,0,-9,18,4,1,1,3,0,4,1139,290,17,17,17
3448,652,SYR,666,ISR,24,8,1980,1980,25,7,1981,5,1,1,18,4,1,1,2,24,8,1980,25,7,1981,1,1,2,1,18,4,1,24,8,1980,25,7,1981,0,0,0,1,18,4,1,1,3,0,1,129,129,17,17,17
3448,652,SYR,666,ISR,24,8,1980,1981,25,7,1981,5,1,1,18,4,1,1,2,24,8,1980,25,7,1981,1,1,2,1,18,4,1,24,8,1980,25,7,1981,0,0,0,1,18,4,1,1,3,0,2,335,206,17,17,17
3448,660,LEB,666,ISR,24,8,1980,1980,25,7,1981,5,1,1,18,4,1,1,2,24,8,1980,25,7,1981,1,1,2,1,18,4,1,24,8,1980,25,7,1981,0,0,0,1,18,4,1,1,3,0,1,129,129,17,17,17
3448,660,LEB,666,ISR,24,8,1980,1981,25,7,1981,5,1,1,18,4,1,1,2,24,8,1980,25,7,1981,1,1,2,1,18,4,1,24,8,1980,25,7,1981,0,0,0,1,18,4,1,1,3,0,2,335,206,17,17,17
3500,290,POL,368,LIT,4,4,1919,1919,22,9,1919,5,2,-9,18,4,1,1,1,4,4,1919,22,9,1919,1,1,1,-9,18,4,1,4,4,1919,22,9,1919,0,0,0,-9,18,4,1,1,3,0,1,172,172,17,17,17
3501,290,POL,368,LIT,1,1,1921,1921,9,4,1921,5,1,-9,18,4,1,1,1,1,1,1921,9,4,1921,1,1,1,-9,18,4,1,1,1,1921,9,4,1921,0,0,0,-9,18,4,1,1,3,0,1,99,99,17,17,17
3503,140,BRA,255,GMY,22,8,1942,1942,22,2,1943,0,0,0,20,4,0,1,2,22,8,1942,22,2,1943,1,0,0,0,20,4,1,22,8,1942,22,2,1943,0,0,0,0,1,1,1,1,3,0,1,131,131,18,18,0
3503,140,BRA,255,GMY,22,8,1942,1943,22,2,1943,5,3,0,20,4,0,1,2,22,8,1942,22,2,1943,1,0,0,0,20,4,1,22,8,1942,22,2,1943,0,0,0,0,1,1,1,1,3,0,2,184,53,18,18,0
3503,140,BRA,325,ITA,22,8,1942,1942,22,2,1943,0,0,0,20,4,0,1,2,22,8,1942,22,2,1943,1,0,0,0,20,4,1,22,8,1942,22,2,1943,0,0,0,0,1,1,1,1,3,0,1,131,131,18,18,0
3503,140,BRA,325,ITA,22,8,1942,1943,22,2,1943,5,3,0,20,4,0,1,2,22,8,1942,22,2,1943,1,0,0,0,20,4,1,22,8,1942,22,2,1943,0,0,0,0,1,1,1,1,3,0,2,184,53,18,18,0
3504,355,BUL,365,RUS,22,6,1941,1941,22,6,1941,8,3,0,20,4,0,1,1,22,6,1941,22,6,1941,1,0,0,0,20,4,1,22,6,1941,22,6,1941,0,0,0,0,1,1,1,1,3,0,1,1,1,18,18,0
3505,310,HUN,355,BUL,24,4,1941,1941,24,10,1941,5,3,0,20,4,0,1,1,24,4,1941,24,10,1941,0,0,0,0,1,1,1,24,4,1941,24,10,1941,1,0,0,0,20,4,1,3,1,0,1,184,184,18,0,18
3506,140,BRA,740,JPN,6,6,1945,1945,14,8,1945,5,3,0,20,4,0,1,1,6,6,1945,14,8,1945,1,0,0,0,20,4,1,6,6,1945,14,8,1945,0,0,0,0,1,1,1,1,3,0,1,70,70,18,18,0
3507,135,PER,255,GMY,12,2,1945,1945,7,8,1945,5,3,0,20,4,0,1,2,12,2,1945,12,5,1945,1,0,0,0,20,4,1,12,2,1945,7,5,1945,0,0,0,0,1,1,1,1,3,0,1,85,85,18,18,0
3507,135,PER,740,JPN,12,2,1945,1945,12,8,1945,5,3,0,20,4,0,1,2,12,2,1945,12,8,1945,1,0,0,0,20,4,1,12,2,1945,12,8,1945,0,0,0,0,1,1,1,1,3,0,1,182,182,18,18,0
3508,165,URU,255,GMY,15,2,1945,1945,7,8,1945,5,3,0,20,4,0,1,2,15,2,1945,14,5,1945,1,0,0,0,20,4,1,15,2,1945,7,5,1945,0,0,0,0,1,1,1,1,3,0,1,82,82,18,18,0
3508,165,URU,740,JPN,15,2,1945,1945,14,8,1945,5,3,0,20,4,0,1,2,15,2,1945,14,8,1945,1,0,0,0,20,4,1,15,2,1945,14,8,1945,0,0,0,0,1,1,1,1,3,0,1,181,181,18,18,0
3509,160,ARG,255,GMY,27,3,1945,1945,7,8,1945,5,3,0,20,4,0,1,2,27,3,1945,14,5,1945,1,0,0,0,20,4,1,27,3,1945,7,5,1945,0,0,0,0,1,1,1,1,3,0,1,42,42,18,18,0
3509,160,ARG,740,JPN,27,3,1945,1945,14,8,1945,5,3,0,20,4,0,1,2,27,3,1945,14,8,1945,1,0,0,0,20,4,1,27,3,1945,14,8,1945,0,0,0,0,1,1,1,1,3,0,1,141,141,18,18,0
3510,155,CHL,740,JPN,11,4,1945,1945,14,8,1945,5,3,0,20,4,0,1,1,11,4,1945,14,8,1945,1,0,0,0,20,4,1,11,4,1945,14,8,1945,0,0,0,0,1,1,1,1,3,0,1,126,126,18,18,0
3511,255,GMY,651,EGY,24,2,1945,1945,7,5,1945,5,3,0,20,4,0,1,2,24,2,1945,7,5,1945,0,0,0,0,1,1,1,24,2,1945,7,5,1945,1,0,0,0,20,4,1,3,1,0,1,73,73,18,0,18
